Date,Host,Service,Message
"2025-11-04T23:56:08.337Z","i-06642dd378e15bd0b","support-middleware","[id:a48a5faf-11, L:/10.11.32.218:59600 - R:api.smooch.io/216.198.53.5:443] READ COMPLETE"
"2025-11-04T23:56:08.337Z","i-06642dd378e15bd0b","support-middleware","[id:a48a5faf-11, L:/10.11.32.218:59600 - R:api.smooch.io/216.198.53.5:443] READ: 1369B HTTP/1.1 201 CreatedDate: Tue, 04 Nov 2025 23:56:08 GMTContent-Type: application/json; charset=utf-8Transfer-Encoding: chunkedConnection: keep-aliveCF-RAY: 99980bd76bcb5fa6-IADvary: X-HTTP-Method-Override, Accept-Encodingstrict-transport-security: max-age=31536000; includeSubDomains;x-content-type-options: nosniffx-xss-protection: 1; mode=blockx-frame-options: SAMEORIGINcache-control: private, no-cache, no-store, must-revalidatex-zendesk-account-subdomain: fretadaox-smooch-app-id: 653c087ce111793642492154x-smooch-zendesk-account-id: 18986818x-smooch-app-maker-id: 653c087ce111793642492151x-smooch-authenticated-integration-id: 682e44c42b29df88485270dcx-smooch-auth-scope: integrationx-smooch-auth-key-id: int_682e44d1b906cc21b9c74795x-smooch-pod-id: 19etag: W/""276-1Ob5m09zcF9KAVGyOos9vvVHnGk""x-envoy-upstream-service-time: 59zendesk-service: suncox-zendesk-zorg: yesx-request-id: 99980bd76bcb5fa6-IADvia: zorgx-envoy-decorator-operation: /sc/cf-cache-status: DYNAMICSet-Cookie: _cfuvid=G72IGIICkaUdHBA_tvBFg.nJrw9tIv40bcm9hMo8_5E-1762300568335-0.0.1.1-604800000; path=/; domain=.smooch.io; HttpOnly; Secure; SameSite=NoneServer: cloudflare276{""messages"":[{""id"":""690a92983c93ec05abf539cc"",""received"":""2025-11-04T23:56:08.295Z"",""author"":{""avatarUrl"":""https://fretadao.zendesk.com/system/photos/306580"
"2025-11-04T23:56:08.225Z","i-06642dd378e15bd0b","support-middleware","[id:a4d5be77, L:/10.11.32.218:53454 - R:fretadao.zendesk.com/216.198.54.6:443] READ COMPLETE"
"2025-11-04T23:56:08.225Z","i-06642dd378e15bd0b","support-middleware","[id:a48a5faf-11, L:/10.11.32.218:59600 - R:api.smooch.io/216.198.53.5:443] FLUSH"
"2025-11-04T23:56:08.225Z","i-06642dd378e15bd0b","support-middleware","[id:a48a5faf-11, L:/10.11.32.218:59600 - R:api.smooch.io/216.198.53.5:443] WRITE: 507B {""author"":{""type"":""business"",""avatarUrl"":""https://fretadao.zendesk.com/system/photos/30658097509779/1f64b-2642.png"",""displayName"":""Gabriel""},""content"":{""type"":""text"",""text"":""Sebastiana Aparecida Rodrigues De Lima,Queremos agradecer sua paciência e compreensão. Estamos enfrentando um volume maior de chamadas do que o habitual, o que está causando um tempo de espera mais longo do que o normal. Estamos trabalhando arduamente para atendê-lo o mais rápido possível e agradecemos sua espera. ""}}"
"2025-11-04T23:56:08.225Z","i-06642dd378e15bd0b","support-middleware","[id:a48a5faf-11, L:/10.11.32.218:59600 - R:api.smooch.io/216.198.53.5:443] WRITE: 705B POST /v2/apps/653c087ce111793642492154/conversations/68b1fa542b28ec104a83f869/messages HTTP/1.1user-agent: ReactorNetty/1.0.10host: api.smooch.ioaccept: */*Authorization: Basic aW50XzY4MmU0NGQxYjkwNmNjMjFiOWM3NDc5NTpKR3RyR2s4RWFYTEpNTXRhMmdNSTlwY0I0cWxzRW44V0w1MHR2WlBqaFVXZTRTa3hVWUEyM25La1ZnTjd4anhYUl9fRjNyYWtEd3dkM19uZFppUzV0dw==Content-Type: application/jsoncontent-length: 507x-datadog-trace-id: 4439875034969142009x-datadog-parent-id: 8973004638238967874x-datadog-sampling-priority: 1x-datadog-tags: _dd.p.dm=-1,_dd.p.tid=690a928100000000traceparent: 00-690a9281000000003d9d9ad22275f2f9-7c86842d6e2a8842-01tracestate: dd=p:407d7600f98fd9da;t.dm:-1;t.tid:690a928100000000"
"2025-11-04T23:56:08.223Z","i-06642dd378e15bd0b","support-middleware","[id:a4d5be77-10, L:/10.11.32.218:53454 - R:fretadao.zendesk.com/216.198.54.6:443] READ: 15723B HTTP/1.1 200 OKDate: Tue, 04 Nov 2025 23:56:08 GMTContent-Type: application/json; charset=utf-8Transfer-Encoding: chunkedConnection: keep-alivex-zendesk-api-version: v2x-zendesk-application-version: v24525x-frame-options: SAMEORIGINx-rate-limit: 400ratelimit-limit: 400x-rate-limit-remaining: 357ratelimit-remaining: 357ratelimit-reset: 52zendesk-ratelimit-tickets-update: total=100; remaining=95; resets=52zendesk-ratelimit-per-ticket-updates: total=30; remaining=28; resets=232strict-transport-security: max-age=31536000; includeSubDomainsetag: W/""621bb45bafd1ff7230fae44616215576""cache-control: max-age=0, private, must-revalidateset-cookie: _zendesk_cookie=BAhJIhl7ImRldmljZV90b2tlbnMiOnt9fQY6BkVU--0bf2100788cb010d0183feca16aaf88ccaf719ca; path=/; expires=Wed, 04 Nov 2026 20:33:03 GMT; secure; HttpOnly; SameSite=Nonex-zendesk-origin-server: classic-app-server-7b548c4499-zthvfx-request-id: 99980bd5ab885886-IADx-runtime: 0.230064x-envoy-upstream-service-time: 235zendesk-service: classicx-zendesk-api-gateway: yesx-zendesk-zorg: yesvary: Accept-Encodingvia: zorgx-envoy-decorator-operation: /api/v2/ticketscf-cache-status: DYNAMICReport-To: {""endpoints"":[{""url"":""https:\/\/a.nel.cloudflare.com\/report\/v4?s=Zy1KpZPkImEriH0AxQOZpA3YOqPXW9wH1RxT9LQub10rI3nla%2BjS8PP6jqmgcqv6ysyuYlxKw9bDSQIKyVQImMY%2FM3GxPteESSC%2FbjQCPW6GA93PYYe%2FUo%2BQjUakhaRwh0QTM8yA""}],""group"":""cf-nel"",""max_age"":604800}NEL: {""success_fraction"":0.01,""report_to"":""cf-nel"",""max_age"":604800}Set-Cookie: __cf_bm=_3BS9Bu721TuaD_ONu9aI8uMNdOFkzK7mi9xeMVWfK0-1762300568-1.0.1.1-j.iB.qLPMGHupLSe_U9ojHU4_tngG.1QUy.iem1k4eAnaKSQDCaJrPHdPsGpNRaebK8_8L79H_bK_re.JZTAerYTyTMyXoWXFDyhpZGVqrI; path=/; expires=Wed, 05-Nov-25 00:26:08 GMT; domain=.fretadao.zendesk.com; HttpOnly; Secure; SameSite=NoneSet-Cookie: _cfuvid=kdHZnDqD3OUdjhISwSfbjTHCC.zKeIwNlw4RulbJtFM-1762300568221-0.0.1.1-604800000; path=/; domain=.fretadao.zendesk.com; HttpOnly; Secure; SameSite=NoneServer: cloudflareCF-RAY: 99980bd5ab885886-IAD355b{""ticket"":{""url"":""https://fretadao.zendesk.com/api/v2/tickets/2736192.json"",""id"":2736192,""external_id"":null,""via"":{""channel"":""whatsapp"",""source"":{""from"":{},""to"":{},""rel"":null}},""created_at"":""2025-11-04T23:55:43Z"",""updated_at"":""2025-11-04T23:56:07Z"",""generated_timestamp"":1762300567,""type"":null,""subject"":""Conversa com Sebastiana Aparecida Rodrigues De Lima"",""raw_subject"":""Conversa com Sebastiana Aparecida Rodrigues De Lima"",""description"":""Conversa com Sebastiana Aparecida Rodrigues De Lima"",""priority"":""normal"",""status"":""open"",""recipient"":null,""requester_id"":44272287191955,""submitter_id"":44272287191955,""assignee_id"":29363484345107,""organization_id"":27282140234899,""group_id"":34614973349779,""collaborator_ids"":[],""follower_ids"":[],""email_cc_ids"":[],""forum_topic_id"":null,""problem_id"":null,""has_incidents"":false,""is_public"":false,""due_at"":null,""tags"":[""fluxobot_meli_menu_inicial"",""mechamepor_salvo"",""squad_gemini""],""custom_fields"":[{""id"":22279398226835,""value"":null},{""id"":22279409037843,""value"":null},{""id"":25510476980883,""value"":""27282140234899""},{""id"":25511248405395,""value"":null},{""id"":25511254751635,""value"":null},{""id"":25511260433171,""value"":null},{""id"":25511523881875,""value"":null},{""id"":25511594076563,""value"":null},{""id"":25511872927635,""value"":null},{""id"":25512589656723,""value"":null},{""id"":25512598348947,""value"":null},{""id"":25512607494675,""value"":null},{""id"":25512622650899,""value"":null},{""id"":25512645064339,""value"":null},{""id"":25512723880467,""value"":null},{""id"":25512741209363,""value"":null},{""id"":25512756000659,""value"":null},{""id"":25512759108883,""value"":null},{""id"":25512762821267,""value"":null},{""id"":25512766796307,""value"":null},{""id"":25512767655059,""value"":null},{""id"":25512774986771,""value"":null},{""id"":25512793667219,""value"":null},{""id"":25512796485011,""value"":null},{""id"":25512810151955,""value"":null},{""id"":25512831196691,""value"":null},{""id"":25512844874643,""value"":null},{""id"":25512846636691,""value"":null},{""id"":25512872583955,""value"":null},{""id"":25512903221267,""value"":null},{""id"":25512904067603,""value"":null},{""id"":25512905369107,""value"":null},{""id"":25512906434835,""value"":null},{""id"":25514473753363,""value"":null},{""id"":25514476340627,""value"":null},{""id"":25514549027347,""value"":null},{""id"":25514696350739,""value"":null},{""id"":25514801261715,""value"":null},{""id"":25515024988435,""value"":null},{""id"":25729183059731,""value"":null},{""id"":25729236432531,""value"":null},{""id"":25729446878867,""value"":null},{""id"":25729466970899,""value"":null},{""id"":25729535319059,""value"":null},{""id"":25729590739731,""value"":null},{""id"":25729613953811,""value"":null},{""id"":25729627222419,""value"":null},{""id"":25729771055763,""value"":null},{""id"":25729847101971,""value"":null},{""id"":28114686897555,""value"":null},{""id"":28136231880851,""value"":null},{""id"":28137278571795,""value"":null},{""id"":28137706191123,""value"":null},{""id"":28137736013075,""value"":null},{""id"":28137760566547,""value"":null},{""id"":28137773185555,""value"":null},{""id"":28137788562963,""value"":null},{""id"":28137789565843,""value"":null},{""id"":28137902582931,""value"":null},{""id"":28137950189715,""value"":null},{""id"":28137954608147,""value"":null},{""id"":28152696784531,""value"":null},{""id"":28152704934547,""value"":null},{""id"":28152711684243,""value"":null},{""id"":28152712613267,""value"":null},{""id"":28152719559187,""value"":null},{""id"":28152732958099,""value"":null},{""id"":28361518159635,""value"":null},{""id"":28890969950227,""value"":null},{""id"":28890979092627,""value"":null},{""id"":28901978089107,""value"":null},{""id"":28902125225235,""value"":null},{""id"":28918759736851,""value"":null},{""id"":28918798000403,""value"":null},{""id"":28918943473171,""value"":null},{""id"":28919059314835,""value"":null},{""id"":28919106522899,""value"":null},{""id"":28919156558739,""value"":null},{""id"":28921060860179,""value"":null},{""id"":28921085733139,""value"":null},{""id"":28921813131027,""value"":null},{""id"":28922105126803,""value"":null},{""id"":28922164659603,""value"":null},{""id"":28923422845715,""value"":null},{""id"":28923436475283,""value"":null},{""id"":28923512101267,""value"":null},{""id"":28923617915027,""value"":null},{""id"":28924073965459,""value"":null},{""id"":28925001227795,""value"":null},{""id"":28925061345939,""value"":null},{""id"":28925075220243,""value"":null},{""id"":29182755782803,""value"":null},{""id"":29195664758163,""value"":null},{""id"":29195687879955,""value"":null},{""id"":29195709050387,""value"":null},{""id"":29198703947795,""value"":null},{""id"":30116909818003,""value"":null},{""id"":30557593834259,""value"":null},{""id"":31075534198547,""value"":null},{""id"":31116534765843,""value"":null},{""id"":31119619329427,""value"":null},{""id"":31429573112467,""value"":null},{""id"":31463987851411,""value"":null},{""id"":31464039448851,""value"":null},{""id"":31464072185235,""value"":null},{""id"":31464183942291,""value"":null},{""id"":31591025967635,""value"":null},{""id"":32196666764691,""value"":null},{""id"":33064777003027,""value"":null},{""id"":33512415018771,""value"":null},{""id"":33513027731987,""value"":null},{""id"":33523794474771,""value"":null},{""id"":33523812659475,""value"":null},{""id"":34279565184787,""value"":null},{""id"":34982112572435,""value"":null},{""id"":34982148549779,""value"":null},{""id"":35183088911507,""value"":null},{""id"":35565309832851,""value"":null},{""id"":35586761348627,""value"":null},{""id"":41035098090131,""value"":null},{""id"":41035174581139,""value"":null},{""id"":41035232709011,""value"":null},{""id"":41035668695827,""value"":null},{""id"":41094679351571,""value"":null},{""id"":41623363085331,""value"":null},{""id"":41625020690067,""value"":null},{""id"":42331345609619,""value"":null},{""id"":42331371173907,""value"":null},{""id"":42528881153171,""value"":null},{""id"":42528982267795,""value"":null},{""id"":42529031402515,""value"":null},{""id"":42529053240851,""value"":null},{""id"":42529087476243,""value"":null},{""id"":42529144893331,""value"":null},{""id"":42529149097875,""value"":null},{""id"":42529178989715,""value"":null},{""id"":43057433955091,""value"":null},{""id"":43458435018259,""value"":null},{""id"":44295221953299,""value"":null},{""id"":45422935715347,""value"":null},{""id"":45422981998227,""value"":null},{""id"":45423065937043,""value"":null},{""id"":45423236631443,""value"":false},{""id"":45424802542739,""value"":null},{""id"":45478396819091,""value"":null},{""id"":45501058232979,""value"":null},{""id"":45501186530323,""value"":null},{""id"":45501223449875,""value"":null},{""id"":45574392829587,""value"":null},{""id"":45574468899091,""value"":null},{""id"":45574497006227,""value"":null},{""id"":45574514851987,""value"":null},{""id"":45574552785811,""value"":null},{""id"":45574573280275,""value"":false},{""id"":45621690706963,""value"":null},{""id"":45621742117779,""value"":null},{""id"":45647968855443,""value"":null},{""id"":45647976071571,""value"":null},{""id"":45648015623699,""value"":null},{""id"":45648191010579,""value"":null},{""id"":45648307958547,""value"":null},{""id"":45699725057171,""value"":null},{""id"":45716811404563,""value"":null},{""id"":45872760804371,""value"":null},{""id"":45872905574931,""value"":null},{""id"":45873143339923,""value"":null},{""id"":46221448092051,""value"":null}],""satisfaction_rating"":{""score"":""unoffered""},""sharing_agreement_ids"":[],""custom_status_id"":22279318572947,""encoded_id"":""05XRX9-2GMWK"",""fields"":[{""id"":22279398226835,""value"":null},{""id"":22279409037843,""value"":null},{""id"":25510476980883,""value"":""27282140234899""},{""id"":25511248405395,""value"":null},{""id"":25511254751635,""value"":null},{""id"":25511260433171,""value"":null},{""id"":25511523881875,""value"":null},{""id"":25511594076563,""value"":null},{""id"":25511872927635,""value"":null},{""id"":25512589656723,""value"":null},{""id"":25512598348947,""value"":null},{""id"":25512607494675,""value"":null},{""id"":25512622650899,""value"":null},{""id"":25512645064339,""value"":null},{""id"":25512723880467,""value"":null},{""id"":25512741209363,""value"":null},{""id"":25512756000659,""value"":null},{""id"":25512759108883,""value"":null},{""id"":25512762821267,""value"":null},{""id"":25512766796307,""value"":null},{""id"":25512767655059,""value"":null},{""id"":25512774986771,""value"":null},{""id"":25512793667219,""value"":null},{""id"":25512796485011,""value"":null},{""id"":25512810151955,""value"":null},{""id"":25512831196691,""value"":null},{""id"":25512844874643,""value"":null},{""id"":25512846636691,""value"":null},{""id"":25512872583955,""value"":null},{""id"":25512903221267,""value"":null},{""id"":25512904067603,""value"":null},{""id"":25512905369107,""value"":null},{""id"":25512906434835,""value"":null},{""id"":25514473753363,""value"":null},{""id"":25514476340627,""value"":null},{""id"":25514549027347,""value"":null},{""id"":25514696350739,""value"":null},{""id"":25514801261715,""value"":null},{""id"":25515024988435,""value"":null},{""id"":25729183059731,""value"":null},{""id"":25729236432531,""value"":null},{""id"":25729446878867,""value"":null},{""id"":25729466970899,""value"":null},{""id"":25729535319059,""value"":null},{""id"":25729590739731,""value"":null},{""id"":25729613953811,""value"":null},{""id"":25729627222419,""value"":null},{""id"":25729771055763,""value"":null},{""id"":25729847101971,""value"":null},{""id"":28114686897555,""value"":null},{""id"":28136231880851,""value"":null},{""id"":28137278571795,""value"":null},{""id"":28137706191123,""value"":null},{""id"":28137736013075,""value"":null},{""id"":28137760566547,""value"":null},{""id"":28137773185555,""value"":null},{""id"":28137788562963,""value"":null},{""id"":28137789565843,""value"":null},{""id"":28137902582931,""value"":null},{""id"":28137950189715,""value"":null},{""id"":28137954608147,""value"":null},{""id"":28152696784531,""value"":null},{""id"":28152704934547,""value"":null},{""id"":28152711684243,""value"":null},{""id"":28152712613267,""value"":null},{""id"":28152719559187,""value"":null},{""id"":28152732958099,""value"":null},{""id"":28361518159635,""value"":null},{""id"":28890969950227,""value"":null},{""id"":28890979092627,""value"":null},{""id"":28901978089107,""value"":null},{""id"":28902125225235,""value"":null},{""id"":28918759736851,""value"":null},{""id"":28918798000403,""value"":null},{""id"":28918943473171,""value"":null},{""id"":28919059314835,""value"":null},{""id"":28919106522899,""value"":null},{""id"":28919156558739,""value"":null},{""id"":28921060860179,""value"":null},{""id"":28921085733139,""value"":null},{""id"":28921813131027,""value"":null},{""id"":28922105126803,""value"":null},{""id"":28922164659603,""value"":null},{""id"":28923422845715,""value"":null},{""id"":28923436475283,""value"":null},{""id"":28923512101267,""value"":null},{""id"":28923617915027,""value"":null},{""id"":28924073965459,""value"":null},{""id"":28925001227795,""value"":null},{""id"":28925061345939,""value"":null},{""id"":28925075220243,""value"":null},{""id"":29182755782803,""value"":null},{""id"":29195664758163,""value"":null},{""id"":29195687879955,""value"":null},{""id"":29195709050387,""value"":null},{""id"":29198703947795,""value"":null},{""id"":30116909818003,""value"":null},{""id"":30557593834259,""value"":null},{""id"":31075534198547,""value"":null},{""id"":31116534765843,""value"":null},{""id"":31119619329427,""value"":null},{""id"":31429573112467,""value"":null},{""id"":31463987851411,""value"":null},{""id"":31464039448851,""value"":null},{""id"":31464072185235,""value"":null},{""id"":31464183942291,""value"":null},{""id"":31591025967635,""value"":null},{""id"":32196666764691,""value"":null},{""id"":33064777003027,""value"":null},{""id"":33512415018771,""value"":null},{""id"":33513027731987,""value"":null},{""id"":33523794474771,""value"":null},{""id"":33523812659475,""value"":null},{""id"":34279565184787,""value"":null},{""id"":34982112572435,""value"":null},{""id"":34982148549779,""value"":null},{""id"":35183088911507,""value"":null},{""id"":35565309832851,""value"":null},{""id"":35586761348627,""value"":null},{""id"":41035098090131,""value"":null},{""id"":41035174581139,""value"":null},{""id"":41035232709011,""value"":null},{""id"":41035668695827,""value"":null},{""id"":41094679351571,""value"":null},{""id"":41623363085331,""value"":null},{""id"":41625020690067,""value"":null},{""id"":42331345609619,""value"":null},{""id"":42331371173907,""value"":null},{""id"":42528881153171,""value"":null},{""id"":42528982267795,""value"":null},{""id"":42529031402515,""value"":null},{""id"":42529053240851,""value"":null},{""id"":42529087476243,""value"":null},{""id"":42529144893331,""value"":null},{""id"":42529149097875,""value"":null},{""id"":42529178989715,""value"":null},{""id"":43057433955091,""value"":null},{""id"":43458435018259,""value"":null},{""id"":44295221953299,""value"":null},{""id"":45422935715347,""value"":null},{""id"":45422981998227,""value"":null},{""id"":45423065937043,""value"":null},{""id"":45423236631443,""value"":false},{""id"":45424802542739,""value"":null},{""id"":45478396819091,""value"":null},{""id"":45501058232979,""value"":null},{""id"":45501186530323,""value"":null},{""id"":45501223449875,""value"":null},{""id"":45574392829587,""value"":null},{""id"":45574468899091,""value"":null},{""id"":45574497006227,""value"":null},{""id"":45574514851987,""value"":null},{""id"":45574552785811,""value"":null},{""id"":45574573280275,""value"":false},{""id"":45621690706963,""value"":null},{""id"":45621742117779,""value"":null},{""id"":45647968855443,""value"":null},{""id"":45647976071571,""value"":null},{""id"":45648015623699,""value"":null},{""id"":45648191010579,""value"":null},{""id"":45648307958547,""value"":null},{""id"":45699725057171,""value"":null},{""id"":45716811404563,""value"":null},{""id"":45872760804371,""value"":null},{""id"":45872905574931,""value"":null},{""id"":45873143339923,""value"":null},{""id"":46221448092051,""value"":null}],""followup_ids"":[],""ticket_form_id"":37114470738323,""brand_id"":22279327160211,""allow_channelback"":false,""allow_attachments"":true,""from_messaging_channel"":true,""support_type"":""agent""},""audit"":{""id"":46229296430099,""ticket_id"":2736192,""created_at"":""2025-11-04T23:56:07Z"",""author_id"":29363484345107,""metadata"":{""system"":{""location"":""Cachoeirinha, RS, Brazil"",""latitude"":-29.9171,""longitude"":-51.0893},""custom"":{}},""events"":[{""id"":46229296430227,""type"":""Change"",""value"":[""fluxobot_meli_menu_inicial"",""mechamepor_salvo"",""squad_gemini""],""field_name"":""tags"",""previous_value"":[""mechamepor_salvo"",""squad_gemini""]},{""id"":46229296430355,""type"":""WebhookEvent"",""via"":{""channel"":""rule"",""source"":{""from"":{""deleted"":false,""title"":""[cloud humans] Gatilho para Webhook (V2)"",""id"":34615168148755},""rel"":""trigger""}}}],""via"":{""channel"":""api"",""source"":{""from"":{},""to"":{},""rel"":null}}}}0"
"2025-11-04T23:56:07.947Z","i-06642dd378e15bd0b","support-middleware","[id:a9402e80, L:/10.11.32.218:53458 - R:fretadao.zendesk.com/216.198.54.6:443] READ COMPLETE"
"2025-11-04T23:56:07.947Z","i-06642dd378e15bd0b","support-middleware","[id:a4d5be77-10, L:/10.11.32.218:53454 - R:fretadao.zendesk.com/216.198.54.6:443] FLUSH"
"2025-11-04T23:56:07.947Z","i-06642dd378e15bd0b","support-middleware","[id:a4d5be77-10, L:/10.11.32.218:53454 - R:fretadao.zendesk.com/216.198.54.6:443] WRITE: 610B PUT /api/v2/tickets/2736192.json HTTP/1.1user-agent: ReactorNetty/1.0.10host: fretadao.zendesk.comaccept: */*Authorization: Basic Y2xhdWQuaWFAY2xvdWRodW1hbnMuY29tL3Rva2VuOmpiMGplaDJuZFVtbjNtdU5RcEhWOG1jZEFWcjF1bXAwTUUyYldQcnY=Content-Type: application/jsoncontent-length: 13x-datadog-trace-id: 4439875034969142009x-datadog-parent-id: 8943709227817398103x-datadog-sampling-priority: 1x-datadog-tags: _dd.p.dm=-1,_dd.p.tid=690a928100000000traceparent: 00-690a9281000000003d9d9ad22275f2f9-7c1e70282a706f57-01tracestate: dd=p:407d7600f98fd9da;t.dm:-1;t.tid:690a928100000000{""ticket"":{}}"
